,original,obfuscated,level,recovered,recover_score
1453,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""C0ngr4tul4t10ns ur @w4rded 31th3r @ y3@rs 5uppl7 0f CD$ fr0m V1rg1n R3c0rd$ 0r @ Myster7 G1ft GUARANTEED C4ll 09061104283 Ts&Cs www.smsco.net å£1.50pm @ppr0x 3m1ns""",L2,"""congr4tul4t1ons ur aw4rded 31th3r a years 5uppl7 of cds from V1rg1n records or a Myster7 g1ft guaranteed c4ll 09061104283 ts&cs www.smsco.net a£1.5opm approx em1ns""",0.7668711656441718
1454,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""C0ngr4ts ur 4wrded 1 0f 2 0pt10ns: yrs supply CD$ fr0m V1rg1n R3c0rd$ 0r Myster7 G1ft GUARANTEED C4ll 09061104283 Ts&Cs www.smsco.net å£1.50pm 3m1ns""",L3,"""congr4ts ur 4wrded 1 of 2 opt1ons: yrs supply cds from V1rg1n records or Myster7 g1ft guaranteed c4ll 09061104283 ts&cs www.smsco.net a£1.5opm em1ns""",0.6752411575562701
1455,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""C.0.n.g.r.a.t.z. u.r. 4.w.r.d.e.d. e.1.t.h.3.r. @ y.3.a.r.s. 5.u.p.p.l.7. 0.f. C.D.$. f.r.0.m. V.1.r.g.1.n. R.3.c.0.r.d.$. 0.r. @ M.y.s.t.e.r.7. G.1.f.t. G.U.A.R.A.N.T.E.E.D. C.4.l.l. 0.9.0.6.1.1.0.4.2.8.3. T.s.&.C.s. w.w.w.s.m.s.c.o.n.e.t. å.£.1.5.0.p.m. @.p.p.r.0.x. 3.m.1.n.s.""",L4,"""c.o.n.g.r.a.t.z. u.r. 4.w.r.d.e.d. e.1.t.h.e.r. a y.e.a.r.s. 5.u.p.p.l.7. o.f. c.d.s. f.r.o.m. v.1.r.g.1.n. r.e.c.o.r.d.s. o.r. a m.y.s.t.e.r.7. g.1.f.t. g.u.a.r.a.n.t.e.e.d. c.4.l.l. o.9.o.6.1.1.o.4.2.8.e. t.s.&.c.s. w.w.w.s.m.s.c.o.n.e.t. a.£.1.5.o.p.m. a.p.p.r.o.x. e.m.1.n.s.""",0.5203619909502262
1456,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""c o n g r a t z   u r   a w a r d e d   e i t h e r   a   y e a r s   s u p p l y   o f   c d s   f r o m   v i r g i n   r e c o r d s   o r   a   m y s t e r y   g i f t   g u a r a n t e e d   c a l l   0 9 0 6 1 1 0 4 2 8 3   t s & c s   w w w . s m s c o . n e t   å £ 1 . 5 0 p m   a p p r o x   3 m i n s""",L5,"""congratzurawardedeitherayearssupplyofcdsfromvirginrecordsoramysterygiftguaranteedcallo9o611o428ets & cswww . smsco . neta £ 1 . 5opmapproxemins""",0.6797385620915033
1457,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""C0ngr4tul4t10ns ur @w4rded 31th3r @ y3@rs 5uppl7 0f CD$ fr0m V1rg1n R3c0rd$ 0r @ Myster7 G1ft GUARANTEED C4ll 09061104283 Ts&Cs www.smsco.net å£1.50pm @ppr0x 3m1ns""",L6,"""congr4tul4t1ons ur aw4rded 31th3r a years 5uppl7 of cds from V1rg1n records or a Myster7 g1ft guaranteed c4ll 09061104283 ts&cs www.smsco.net a£1.5opm approx em1ns""",0.7668711656441718
1458,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""K-A-N-G-R-A-T-S   U-R   A-W-A-R-D-E-D   E-I-T-H-E-R   A   Y-E-A-R-S   S-U-P-P-L-Y   O-F   C-D-S   F-R-O-M   V-I-R-G-I-N   R-E-C-O-R-D-S   O-R   A   M-Y-S-T-E-R-Y   G-I-F-T   G-U-A-R-A-N-T-E-E-D   C-A-L-L   Z-E-R-O   N-I-N-E   Z-E-R-O   S-I-X   Z-E-R-O   Z-E-R-O   F-O-U-R   T-W-O   E-I-G-H-T   T-H-R-E-E   T-S-A-N-D-S   W-W-W   S-M-S-C-O   N-E-T   A-N-D   L-I-V-E   P-O-U-N-D-S   O-N-E   P-O-I-N-T   F-I-V-E   P-O-U-N-D-S   P-E-R   M-I-N-U-T-E   A-P-P-R-O-X   T-H-R-E-E   M-I-N-U-T-E-S""",L7,"""k-a-n-g-r-a-t-su-ra-w-a-r-d-e-de-i-t-h-e-ray-e-a-r-ss-u-p-p-l-yo-fc-d-sf-r-o-mv-i-r-g-i-nr-e-c-o-r-d-so-ram-y-s-t-e-r-yg-i-f-tg-u-a-r-a-n-t-e-e-dc-a-l-lz-e-r-on-i-n-ez-e-r-os-i-xz-e-r-oz-e-r-of-o-u-rt-w-oe-i-g-h-tt-h-r-e-et-s-a-n-d-sw-w-ws-m-s-c-on-e-ta-n-dl-i-v-ep-o-u-n-d-so-n-ep-o-i-n-tf-i-v-ep-o-u-n-d-sp-e-rm-i-n-u-t-ea-p-p-r-o-xt-h-r-e-em-i-n-u-t-e-s""",0.34296724470134876
1459,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""C0ngr4ts ur 4wrded 1 0f 2 0pt10ns: yrs supply CD$ fr0m V1rg1n R3c0rd$ 0r Myster7 G1ft GUARANTEED C4ll 0-9-0-6-1-1-0-4-2-8-3 Ts&Cs www.smsco.net å£1.50pm @ppr0x 3m1ns""",L8,"""congr4ts ur 4wrded 1 of 2 opt1ons: yrs supply cds from V1rg1n records or Myster7 g1ft guaranteed c4ll 0-9-0-6-1-1-0-4-2-8-3 ts&cs www.smsco.net a£1.5opm approx em1ns""",0.6829268292682926
1460,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""C0ngr4ts ur 4wrded 1 0f 2 0pt10ns: yrs supply CD$ fr0m V1rg1n R3c0rd$ 0r Myster7 G1ft GUARANTEED C4ll 09061104283 Ts&Cs www.smsco.net å£1.50pm @ppr0x 3m1ns""",L9,"""congr4ts ur 4wrded 1 of 2 opt1ons: yrs supply cds from V1rg1n records or Myster7 g1ft guaranteed c4ll 09061104283 ts&cs www.smsco.net a£1.5opm approx em1ns""",0.7044025157232706
1461,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,"""[C][O][N][G][R][A][T][Z] [U][R] [A][W][A][R][D][E][D] [E][I][T][H][E][R] [A] [Y][E][A][R][S] [S][U][P][P][L][Y] [O][F] [C][D][S] [F][R][O][M] [V][I][R][G][I][N] [R][E][C][O][R][D][S] [O][R] [A] [M][Y][S][T][E][R][Y] [G][I][F][T] [G][U][A][R][A][N][T][E][E][D] [C][A][L][L] [0][9][0][6][1][1][0][4][2][8][3] [T][S]&[C][S] [W][W][W].[S][M][S][C][O].[N][E][T] [A][N][D] [L][I][V][E] [P][O",L10,"""[c][o][n][g][r][a][t][z] [u][r] [a][w][a][r][d][e][d] [e][i][t][h][e][r] [a] [y][e][a][r][s] [s][u][p][p][l][y] [o][f] [c][d][s] [f][r][o][m] [v][i][r][g][i][n] [r][e][c][o][r][d][s] [o][r] [a] [m][y][s][t][e][r][y] [g][i][f][t] [g][u][a][r][a][n][t][e][e][d] [c][a][l][l] [o][9][o][6][1][1][o][4][2][8][e] [t][s]&[c][s] [w][w][w].[s][m][s][c][o].[n][e][t] [a][n][d] [l][i][v][e] [p][o",0.40585009140767825
1462,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,L11,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net a£1.5opm approx emins,0.8571428571428572
1463,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PR1V4T3! Y0Ur 2003 Acc0un7 57473m3n7 f0r 07808 XXXXXX 5h0W5 800 Un-r3d33m3d S.1.M. P01n75. C4ll 08719899217 1d3n71f13r C0d3: 41685 3xp1r35 07/11/04,L1,pr1v4te! your 2003 Acc0un7 57473m3n7 for 07808 xxxxxx 5how5 800 un-redeemed s.1.m. po1n75. c4ll 08719899217 1d3n71f13r code: 41685 3xp1r35 o7/11/o4,0.6824324324324325
1464,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PR!V@T3! Y0uR 2003 @CC0un7 57@73m3n7 f0R 07808 XXXXXX 5h0W$ 800 Un-r3d33m3d $.!M. P01n7$. C@11 08719899217 1d3n71f13R C0d3: 41685 3xpr1r3$ 07/11/04,L2,pr!vate! your 2003 accoun7 57a7emen7 for 07808 xxxxxx 5hows 800 un-redeemed s.!m. po1n7s. ca11 08719899217 1d3n71f13R code: 41685 expr1res o7/11/o4,0.7094594594594593
1465,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PR1V3! U 03 Acc0un7 573m3n7 4r 07808 XXXXXX 5h0W$ 800 Un-r3dm3d 5.!M. P07$. C411 08719899217 1d3n71f13R C0d3: 41685 3xp1r3$ 07/11/04,L3,pr1ve! u 03 Acc0un7 573m3n7 4r 07808 xxxxxx 5hows 800 un-redmed 5.!m. po7s. c411 08719899217 1d3n71f13R code: 41685 exp1res o7/11/o4,0.6548042704626335
1466,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,P-R-I-V-A-T-E! Y-O-U-R-2-0-0-3- A-C-C-O-U-N-T- S-T-A-T-E-M-E-N-T- F-O-R- 0-7-8-0-8- X-X-X-X-X-X- S-H-O-W-S- 8-0-0- U-N-R-E-D-E-E-M-E-D- S.-I.-M.- P-O-I-N-T-S.- C-A-L-L- 0-8-7-1-9-8-9-9-2-1-7- I-D-E-N-T-I-F-I-E-R- C-O-D-E-:- 4-1-6-8-5- E-X-P-I-R-E-S- 0-7-/1-1-/0-4,L4,p-r-i-v-a-t-e! y-o-u-r-2-o-o-e- a-c-c-o-u-n-t- s-t-a-t-e-m-e-n-t- f-o-r- 0-7-8-0-8- x-x-x-x-x-x- s-h-o-w-s- 8-0-0- u-n-r-e-d-e-e-m-e-d- s.-i.-m.- p-o-i-n-t-s.- c-a-l-l- 0-8-7-1-9-8-9-9-2-1-7- i-d-e-n-t-i-f-i-e-r- c-o-d-e-:- 4-1-6-8-5- e-x-p-i-r-e-s- o-7-/1-1-/o-4,0.5728155339805825
1467,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,p r i v a t e !   y o u r   2 0 0 3   a c c o u n t   s t a t e m e n t   f o r   0 7 8 0 8   x x x x x x   s h o w s   8 0 0   u n r e d e e m e d   s . i . m .   p o i n t s .   c a l l   0 8 7 1 9 8 9 9 2 1 7   i d e n t i f i e r   c o d e :   4 1 6 8 5   e x p i r e s   0 7 / 1 1 / 0 4,L5,private ! your2003accountstatementfor07808xxxxxxshows800unredeemeds . i . m . points . call08719899217identifiercode : 41685expires07 / 11 / 04,0.7602739726027398
1468,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PR!V@T3! Y0uR 2003 @CC0un7 57@73m3n7 f0R 07808 XXXXXX 5h0W$ 800 Un-r3d33m3d $.!M. P01n7$. C@11 08719899217 1d3n71f13R C0d3: 41685 3xpr1r3$ 07/11/04,L6,pr!vate! your 2003 accoun7 57a7emen7 for 07808 xxxxxx 5hows 800 un-redeemed s.!m. po1n7s. ca11 08719899217 1d3n71f13R code: 41685 expr1res o7/11/o4,0.7094594594594593
1469,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,P-I-V-A-T-3! Y0Ur 2003 @C-C0-u-n-t 57@73-m-e-n-t f0r 07808 XXXXXX 5h0w5 800 un-r3d33m3d 5.!M. P01n7$. C@ll 08719899217 1d3n71f13r C0d3: 41685 3xp1r35 07/11/04,L7,p-i-v-a-t-e! your 2003 ac-co-u-n-t 57a7e-m-e-n-t for 07808 xxxxxx 5how5 800 un-redeemed 5.!m. po1n7s. call 08719899217 1d3n71f13r code: 41685 3xp1r35 o7/11/o4,0.6970684039087948
1470,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PR!V@T3! Y0uR 2003 @C-C0-u-n-t 57@73-m-e-n-t f0r 07808 XXXXXX 5h0w5 800 un-r3d33m3d $.!M. P01n7$. C@ll 08719899217 1d3n71f13r C0d3: 41685 3xp1r35 07/11/04,L8,pr!vate! your 2003 ac-co-u-n-t 57a7e-m-e-n-t for 07808 xxxxxx 5how5 800 un-redeemed s.!m. po1n7s. call 08719899217 1d3n71f13r code: 41685 3xp1r35 o7/11/o4,0.7062706270627062
1471,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,🅟🅡!🅅@🅣🅔! Y0uR 2003 @C-C0-u-n-t 57@73-m-e-n-t f0r 07808 XXXXXX 5h0w5 800 un-r3d33m3d $.!M. P01n7$. C@ll 08719899217 1d3n71f13r C0d3: 41685 3xp1r35 07/11/04,L9,🅟🅡!Va🅣🅔! your 2003 ac-co-u-n-t 57a7e-m-e-n-t for 07808 xxxxxx 5how5 800 un-redeemed s.!m. po1n7s. call 08719899217 1d3n71f13r code: 41685 3xp1r35 o7/11/o4,0.7128712871287128
1472,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,[P]-[R]-[!]-[V]-[@]-[T]-[3]! [Y]-[0]-[U]-[R] 2-0-0-3 [@]-[C]-[C]-[0]-[U]-[N]-[T] 5-7[@]-[7]-[3]-[m]-[3]-[n]-[T] f-0-r 0-7-8-0-8 X-X-X-X-X-X 5-h-0-w-5 8-0-0 u-n-r-3-d-3-3-m-3-d $.-[!]-[M]. P-0-1-n-7-$. C-@-l-l 0-8-7-1-9-8-9-9-2-1-7 1-d-3-n-7-1-f-1-3-r C-0-d-3-: 4-1-6-8-5 3-x-p-1-r-3,L10,[p]-[r]-[!]-[v]-[a]-[t]-[e]! [y]-[o]-[u]-[r] 2-0-0-3 [a]-[c]-[c]-[o]-[u]-[n]-[t] 5-7[a]-[7]-[e]-[m]-[e]-[n]-[t] f-o-ro-7-8-o-8x-x-x-x-x-x5-h-o-w-58-o-ou-n-r-e-d-e-e-m-e-d s.-[!]-[m]. p-o-1-n-7-s. c-a-l-lo-8-7-1-9-8-9-9-2-1-71-d-e-n-7-1-f-1-e-rc-o-d-e-: 4-1-6-8-5e-x-p-1-r-e,0.4218009478672986
1473,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,L11,private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code: 41685 expires o7/11/o4,0.8322147651006712
1474,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H3110. W3 n33d 50m3 p05h 81rd5 4nd ch4p5 t0 u53r tr141 pr0d5 f0r ch4n3y5. C4n ! pUt y0u d0wn? ! n33d y0ur 4ddr355 4nd d08 4545P. T4 r,L1,he11o. we need 5ome po5h 81rd5 4nd ch4p5 to u5er tr141 prod5 for ch4ney5. c4n ! put you down? ! need your 4ddr355 4nd do8 4545p. t4 r,0.7340823970037453
1475,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H3!!0. W3 n33d 50m3 p0$H 8!rd$ 4nd ch@p$ t0 u$3r tr!@1 pr0d$ f0r ch@n3y$. C@n ! pUt y0u d0wn? ! n33d y0ur 4ddr3$$ 4nd d0$ 4$$@P. T@ r,L2,he!!o. we need 5ome posh8!rds 4nd chaps to user tr!a1 prods for chaneys. can ! put you down? ! need your 4ddress 4nd dos 4ssap. ta r,0.8496240601503761
1476,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H3y. U 691 0f th3 60$5 6ird$ 4nd ch00$ t0 tr1 @n 600d pr0d$ 4t ch4n3$. C4n ! 11k y0u up? N33d ur 4d3$$ 4nd d08 $00n. Thx r,L3,hey. u 691 of the 6os5 6irds 4nd choos to tr1 an 6ood prods 4t ch4nes. c4n ! 11k you up? need ur 4dess 4nd do8 soon. thx r,0.609375
1477,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H-3-1-1-0-. W-e- -n-e-e-d- -5-o-m-e- -p-o-5-h- -8-i-r-d-5- -4-n-d- -c-h-4-p-5- -t-0- -u-5-3-r- -t-r-1-4-1- -p-r-0-d-5- -f-o-r- -c-h-a-n-e-y-s-. C-a-n- -i- -p-u-t- -y-0-u- -d-0-w-n-?- -I- -n-e-e-d- -y-0-u-r- -a-d-d-r-3-5-s- -a-n-d- -d-0-b- -a-5-a-p-. T-a- -r,L4,h-e-1-1-o-. w-e- -n-e-e-d- -5-o-m-e- -p-o-5-h- -8-i-r-d-5- -4-n-d- -c-h-4-p-5- -t-o- -u-5-e-r- -t-r-1-4-1- -p-r-o-d-5- -f-o-r- -c-h-a-n-e-y-s-. c-a-n- -i- -p-u-t- -y-o-u- -d-o-w-n-?- -i- -n-e-e-d- -y-o-u-r- -a-d-d-r-e-5-s- -a-n-d- -d-o-b- -a-5-a-p-. t-a- -r,0.5677749360613811
1478,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,h e l l o .   w e   n e e d   s o m e   p o s h   b i r d s   a n d   c h a p s   t o   u s e r   t r i a l   p r o d s   f o r   c h a m p n e y s .   c a n   i   p u t   y o u   d o w n ?   i   n e e d   y o u r   a d d r e s s   a n d   d o b   a s a p .   t a   r,L5,hello . weneedsomeposhbirdsandchapstousertrialprodsforchampneys . caniputyoudown ? ineedyouraddressanddobasap . tar,0.8514056224899599
1479,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H3ll0. W3 n33d 50m3 p0$H 8!rd$ 4nd ch@p$ t0 u$3r tr!@1 pr0d$ f0r ch@n3y$. C@n ! pUt y0u d0wn? ! n33d y0ur 4ddr3$$ 4nd d0$ 4$$@P. T@ r,L6,hello. we need 5ome posh8!rds 4nd chaps to user tr!a1 prods for chaneys. can ! put you down? ! need your 4ddress 4nd dos 4ssap. ta r,0.8646616541353382
1480,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,K3y. W3 33d 50m3 p0$H 81rdz 4nd ch@pz t0 tr!@1 pr0d$ @ ch@n3y$. C@n ! pUt y0u d0wn? ! n33d y0ur 4ddr3$ & d08 4545P. T@ r,L7,key. we eed 5ome posh 81rdz 4nd chapz to tr!a1 prods a chaneys. can ! put you down? ! need your 4ddres & do8 4545p. ta r,0.7637795275590551
1481,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H3110. W3 n33d 50m3 p0$H 81rd$ 4nd ch@p$ t0 u$3r tr!@1 pr0d$ f0r ch@n3y$. C@n ! pUt y0u d0wn? ! n33d y0ur 4ddr3$$ 4nd d0$ 4$$@P. T@ r,L8,he11o. we need 5ome posh 81rds 4nd chaps to user tr!a1 prods for chaneys. can ! put you down? ! need your 4ddress 4nd dos 4ssap. ta r,0.8539325842696628
1482,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,🄗🄔🅛🅛🅞. W3 n33d 50m3 p0$H 81rd$ 4nd ch@p$ t0 u$3r tr!@1 pr0d$ f0r ch@n3y$. C@n ! pUt y0u d0wn? ! n33d y0ur 4ddr3$$ 4nd d0$ 4$$@P. T@ r,L9,(H)(E)🅛🅛🅞. we need 5ome posh 81rds 4nd chaps to user tr!a1 prods for chaneys. can ! put you down? ! need your 4ddress 4nd dos 4ssap. ta r,0.8339483394833949
1483,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,[H]-[3]-[1]-[1]-[0]-. [W]-[e] [n]-[e]-[e]-[d] [5]-[0]-[m]-[e] [p]-[0]-[5]-[h] [8]-[1]-[r]-[d]-[5] [4]-[n]-[d] [c]-[h]-[4]-[p]-[5] [t]-[0] [u]-[5]-[3]-[r] [t]-[r]-[1]-[4]-[1] [p]-[r]-[0]-[d]-[5] [f]-[0]-[r] [c]-[h]-[4]-[n]-[e]-[y]-[5]. [C]-[a]-[n] [!] [p]-[U]-[t] [y]-[0]-[u] [d]-[0]-[w]-[n]-? [!] [n]-[3]-[3]-[d] [y]-[0]-[u]-[r] [4]-[d]-[d]-[r]-[3]-[5]-[5] [4]-[n]-[d] [d]-[0]-[8] [4]-[5]-[4]-[5]-[P]. [T]-[a] [r,L10,[h]-[e]-[1]-[1]-[o]-. [w]-[e] [n]-[e]-[e]-[d] [5]-[o]-[m]-[e] [p]-[o]-[5]-[h] [8]-[1]-[r]-[d]-[5] [4]-[n]-[d] [c]-[h]-[4]-[p]-[5] [t]-[o] [u]-[5]-[e]-[r] [t]-[r]-[1]-[4]-[1] [p]-[r]-[o]-[d]-[5] [f]-[o]-[r] [c]-[h]-[4]-[n]-[e]-[y]-[5]. [c]-[a]-[n] [!] [p]-[u]-[t] [y]-[o]-[u] [d]-[o]-[w]-[n]-? [!] [n]-[e]-[e]-[d] [y]-[o]-[u]-[r] [4]-[d]-[d]-[r]-[e]-[5]-[5] [4]-[n]-[d] [d]-[o]-[8] [4]-[5]-[4]-[5]-[p]. [t]-[a] [r,0.36996336996337
1484,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,H3y. U 691 0f th3 60$5 6ird$ 4nd ch00$ t0 tr1 @n 600d pr0d$ 4t ch4n3$. C4n ! 11k y0u up? N33d ur 4d3$$ 4nd d08 $00n. Thx r,L11,hey. u 691 of the 6os5 6irds 4nd choos to tr1 an 6ood prods 4t ch4nes. c4n ! 11k you up? need ur 4dess 4nd do8 soon. thx r,0.609375
1485,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""Wht do u want 4 Xmas? H0w 4bout 100 fr33 txt m3ssag3s & a new v!d3o ph0ne w!th h4lf pr!c3 l!ne r3nt4l? C4ll fr33 n0w 0n 0800 0721072 t0 f!nd 0ut m0r3!""",L1,"""wht do u want 4 xmas? how 4bout 100 free txt m3ssag3s & a new v!deo phone w!th h4lf pr!ce l!ne rent4l? c4ll free now on 0800 0721072 to f!nd out more!""",0.869281045751634
1486,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""W@t d0 y0u w@nt f0r Xmas? H0w @b0ut 100 fr33 txt m3ss@gs & @ n3w v!d3o ph0n3 w!th h@lf pr!c3 l!n3 r3n7@l? C@ll fr33 n0w 0n 0800 0721072 t0 f!nd 0u7 m0r3!""",L2,"""wat do you want for xmas? how about 100 free txt messags & a new v!deo phone w!th half pr!ce l!ne ren7al? call free now on 0800 0721072 to f!nd ou7 more!""",0.8996763754045307
1487,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""w@t d0 u want 4 xmas? h0w @b0ut 100 fr33 txts & a n3w vid3o ph0ne w!th h4lf pr!c3 l!n3 r3n7a1? c4ll fr33 now 0n 0800 0721072 t0 find 0ut m0r3!""",L3,"""wat do u want 4 xmas? how about 100 free txts & a new video phone w!th h4lf pr!ce l!ne ren7a1? c4ll free now on 0800 0721072 to find out more!""",0.8657718120805369
1488,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""W.0.t. .d.0. .y.0.u. .w.a.n.t. .f.0.r. .X.m.a.s.? H.0.w. .@.b.0.u.t. .1.0.0. .f.r.3.3. .t.x.t. .m.3.s.s.3.g.3.s.? C.4.l.l. .f.r.3.3. .n.0.w. .0.n. .0.8.0.0. .0.7.2.1.0.7.2.""",L4,"""w.o.t. .d.o. .y.o.u. .w.a.n.t. .f.o.r. .x.m.a.s.? h.o.w. .a.b.o.u.t. .1.o.o. .f.r.e.e. .t.x.t. .m.e.s.s.e.g.e.s.? c.4.l.l. .f.r.e.e. .n.o.w. .o.n. .o.8.o.o. .o.7.2.1.o.7.2.""",0.43292682926829273
1489,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""w h t   d o   y o u   w a n t   f o r   x m a s ?   h o w   a b o u t   1 0 0   f r e e   t e x t   m e s s a g e s   &   a   n e w   v i d e o   p h o n e   w i t h   h a l f   p r i c e   l i n e   r e n t a l ?   c a l l   f r e e   n o w   o n   0 8 0 0   0 7 2 1 0 7 2   t o   f i n d   o u t   m o r e !""",L5,"""whtdoyouwantforxmas ? howabout100freetextmessages & anewvideophonewithhalfpricelinerental ? callfreenowon08000721072tofindoutmore !""",0.8432055749128919
1490,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""Wβt d0 y0u w@nt f0r Xms? H0w @b0ut 100 fr33 txt m3ss@gs & @ n3w v!d3o ph0n3 w!th h@lf pr!c3 l!n3 r3n7@l? C@ll fr33 n0w 0n 0800 0721072 t0 f!nd 0u7 m0r3!""",L6,"""wβt do you want for xms? how about 100 free txt messags & a new v!deo phone w!th half pr!ce l!ne ren7al? call free now on 0800 0721072 to f!nd ou7 more!""",0.8896103896103896
1491,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""Wh4t d0 y0u w@nt f0r Xms? H0w @b0ut 100 fr33 txt m3ss@gs & @ n3w v!d3o ph0n3 w!th h@lf pr!c3 l!n3 r3n7@l? C@ll fr33 n0w 0n 0800 0721072 t0 f!nd 0u7 m0r3!""",L7,"""wh4t do you want for xms? how about 100 free txt messags & a new v!deo phone w!th half pr!ce l!ne ren7al? call free now on 0800 0721072 to f!nd ou7 more!""",0.8932038834951457
